ClientID,CookstoveType,StoveNumber,SigningDate,ContractCheckStatus,DoubleContractCheck,ClientNumberCheck
C053573757,Improved cookstove,DOD/K07106,19/11/2025,Approved,Ok,Ok
C105558368,Improved cookstove,DOD/K07609,19/11/2025,Approved,Ok,Ok
C051059007,Improved cookstove,DOD/K05275,19/11/2025,Approved,Ok,Ok
C105569888,Improved cookstove,DOD/K07567,19/11/2025,Approved,Double Contract,Ok
C105569888,Improved cookstove,DOD/K07567,19/11/2025,Approved,Double Contract,Ok
C105563996,Improved cookstove,DOD/K05163,19/11/2025,CheckNotPassed,Ok,Ok
C053641249,Improved cookstove,DOD/K07147,19/11/2025,Approved,Ok,Ok
C105472543,Improved cookstove,DOD/K05121,19/11/2025,Approved,Ok,Ok
C051057374,Improved cookstove,DOD/K05220,19/11/2025,Approved,Ok,Ok
C051053489,Improved cookstove,DOD/K05092,19/11/2025,Approved,Ok,Ok
C053576461,Improved cookstove,DOD/K05035,19/11/2025,Approved,Ok,Ok
C046626795,Improved cookstove,DOD/K05870,19/11/2025,Approved,Ok,Ok
C105571750,Improved cookstove,DOD/K05869,19/11/2025,Approved,Ok,Ok
C105565493,Improved cookstove,DOD/K05065,19/11/2025,Approved,Ok,Ok
C053642452,Improved cookstove,DOD/K07390,19/11/2025,Approved,Ok,Ok
C096943157,Improved cookstove,DOD/K05827,19/11/2025,Approved,Ok,Ok
C051056013,Improved cookstove,DOD/K07170,19/11/2025,Approved,Ok,Ok
C053639896,Improved cookstove,DOD/K07247,19/11/2025,Approved,Ok,Ok
C105495967,Improved cookstove,DOD/K05074,19/11/2025,Approved,Ok,Ok
C105564957,Improved cookstove,DOD/K05038,19/11/2025,Approved,Ok,Ok
C105473269,Improved cookstove,DOD/K05233,19/11/2025,Approved,Ok,Ok
C051005910,Improved cookstove,DOD/K07589,19/11/2025,Approved,Ok,Ok
C053719997,Improved cookstove,DOD/K05658,19/11/2025,Approved,Ok,Ok
C105588716,Improved cookstove,DOD/K05847,19/11/2025,Approved,Ok,Ok
C105558988,Improved cookstove,DOD/K05158,19/11/2025,Approved,Ok,Ok
C053574524,Improved cookstove,DOD/K05041,19/11/2025,CheckNotPassed,Ok,Ok
C053722241,Improved cookstove,DOD/K05851,19/11/2025,Approved,Ok,Ok
C053717841,Improved cookstove,DOD/K05537,19/11/2025,Approved,Ok,Ok
C105559691,Improved cookstove,DOD/K05100,19/11/2025,Approved,Ok,Ok
C051057314,Improved cookstove,DOD/K05567,19/11/2025,Approved,Ok,Ok
C105560647,Improved cookstove,DOD/K05002,19/11/2025,Approved,Ok,Ok
C105562768,Improved cookstove,DOD/K05068,19/11/2025,Approved,Ok,Ok
C051053722,Improved cookstove,DOD/K05330,19/11/2025,Approved,Ok,Ok
C046627389,Improved cookstove,DOD/K05519,19/11/2025,Approved,Ok,Ok
C051061347,Improved cookstove,DOD/K05783,19/11/2025,Approved,Ok,Ok
C105469379,Improved cookstove,DOD/K05794,19/11/2025,CheckNotPassed,Ok,Ok
C051056286,Improved cookstove,DOD/K05323,19/11/2025,CheckNotPassed,Ok,Ok
C046624019,Improved cookstove,DOD/K05099,19/11/2025,Approved,Ok,Ok
C051055773,Improved cookstove,DOD/K05166,19/11/2025,Approved,Ok,Ok
C096944670,Improved cookstove,DOD/K05290,19/11/2025,Approved,Ok,Ok
C053716623,Improved cookstove,DOD/K05647,19/11/2025,Approved,Ok,Ok
C105466624,Improved cookstove,DOD/K05528,19/11/2025,Approved,Ok,Ok
C051060934,Improved cookstove,DOD/K05344,19/11/2025,Approved,Ok,Ok
C050988347,Improved cookstove,DOD/K05510,19/11/2025,Approved,Ok,Ok
C105589206,Improved cookstove,DOD/K05016,19/11/2025,Approved,Double Contract,Ok
C105589206,Improved cookstove,DOD/K05016,19/11/2025,Approved,Double Contract,Ok
C105589206,Improved cookstove,DOD/K05016,19/11/2025,Approved,Double Contract,Ok
C046626888,Improved cookstove,DOD/K05380,19/11/2025,Approved,Ok,Ok
C046629250,Improved cookstove,DOD/K05581,19/11/2025,Approved,Ok,Ok
C105569657,Improved cookstove,DOD/K05564,19/11/2025,Approved,Ok,Ok
C051054880,Improved cookstove,DOD/K05478,19/11/2025,Approved,Ok,Ok
C105500603,Improved cookstove,DOD/K05144,19/11/2025,Approved,Ok,Ok
C053720168,Improved cookstove,DOD/K05425,19/11/2025,Approved,Ok,Ok
C050987278,Improved cookstove,DOD/K05497,19/11/2025,Approved,Ok,Ok
C105559328,Improved cookstove,DOD/K05593,19/11/2025,Approved,Ok,Ok
C053717331,Improved cookstove,DOD/K05060,19/11/2025,Approved,Ok,Ok
C105464930,Improved cookstove,DOD/K05527,19/11/2025,Approved,Ok,Ok
C050990763,Improved cookstove,DOD/K05152,19/11/2025,Approved,Ok,Ok
C051052770,Improved cookstove,DOD/K05357,19/11/2025,Approved,Ok,Ok
C053639955,Improved cookstove,DOD/K05249,19/11/2025,Approved,Ok,Ok
C105563075,Improved cookstove,DOD/K05076,19/11/2025,Approved,Ok,Ok
C105495679,Improved cookstove,DOD/K05393,19/11/2025,Approved,Ok,Ok
C050989555,Improved cookstove,DOD/K05130,19/11/2025,CheckNotPassed,Ok,Ok
C050988667,Improved cookstove,DOD/K05956,19/11/2025,Approved,Ok,Ok
C105578595,Improved cookstove,DOD/K05735,19/11/2025,Approved,Ok,Ok
C096944446,Improved cookstove,DOD/K05545,19/11/2025,Approved,Ok,Ok
C105579920,Improved cookstove,DOD/K05326,19/11/2025,Approved,Ok,Ok
C046629909,Improved cookstove,DOD/K05912,19/11/2025,Approved,Ok,Ok
C051056784,Improved cookstove,DOD/K05563,19/11/2025,Approved,Ok,Ok
C105569702,Improved cookstove,DOD/K05951,19/11/2025,Approved,Ok,Ok
C105471774,Improved cookstove,DOD/K05398,20/11/2025,Approved,Ok,Ok
C105472287,Improved cookstove,DOD/K05021,20/11/2025,Approved,Ok,Ok
C105587581,Improved cookstove,DOD/K05392,20/11/2025,Approved,Ok,Ok
C051058617,Improved cookstove,DOD/K05340,20/11/2025,Approved,Ok,Ok
C105575870,Improved cookstove,DOD/K05687,20/11/2025,Approved,Ok,Ok
C105467595,Improved cookstove,DOD/K05382,20/11/2025,Approved,Ok,Ok
C105493526,Improved cookstove,DOD/K06011,20/11/2025,Approved,Ok,Ok
C050987881,Improved cookstove,DOD/K05961,20/11/2025,Approved,Ok,Ok
C105558436,Improved cookstove,DOD/K05389,20/11/2025,Approved,Ok,Ok
C046623597,Improved cookstove,DOD/K05571,20/11/2025,Approved,Ok,Ok
C105464462,Improved cookstove,DOD/K05983,20/11/2025,Approved,Ok,Ok
C105463710,Improved cookstove,DOD/K05774,20/11/2025,Approved,Ok,Ok
C105575029,Improved cookstove,DOD/K05971,20/11/2025,Approved,Ok,Ok
C105588656,Improved cookstove,DOD/K06483,20/11/2025,CheckNotPassed,Ok,"2. No, one or more fields are not correctly filled"
C096943993,Improved cookstove,DOD/K06499,20/11/2025,Approved,Ok,Ok
C105492642,Improved cookstove,DOD/K05349,20/11/2025,CheckNotPassed,Ok,Ok
C105577354,Improved cookstove,DOD/K05987,20/11/2025,Approved,Ok,Ok
C105576195,Improved cookstove,DOD/K05685,20/11/2025,Approved,Ok,Ok
C105579381,Improved cookstove,DOD/K06216,20/11/2025,Approved,Ok,Ok
C096941898,Improved cookstove,DOD/K06527,20/11/2025,Approved,Ok,Ok
C096942407,Improved cookstove,DOD/K05369,20/11/2025,Approved,Ok,Ok
C053716451,Improved cookstove,DOD/K05706,20/11/2025,Approved,Ok,Ok
C105496045,Improved cookstove,DOD/K06459,20/11/2025,Approved,Ok,Ok
C051055058,Improved cookstove,DOD/K05350,20/11/2025,Approved,Ok,"1. Yes, all fields are correctly filled"
C051057077,Improved cookstove,DOD/K05950,20/11/2025,Approved,Ok,Ok
C105471122,Improved cookstove,DOD/K06829,20/11/2025,Approved,Ok,Ok
C105463901,Improved cookstove,DOD/K06436,20/11/2025,CheckNotPassed,Ok,"2. No, one or more fields are not correctly filled"
C105497643,Improved cookstove,DOD/K05559,20/11/2025,Approved,Ok,Ok
C053717396,Improved cookstove,DOD/K05965,20/11/2025,Approved,Ok,Ok
C046625657,Improved cookstove,DOD/K05998,20/11/2025,Approved,Ok,Ok
C105472615,Improved cookstove,DOD/K05937,20/11/2025,Approved,Ok,Ok
C105493948,Improved cookstove,DOD/K06522,20/11/2025,Approved,Ok,Ok
C046625483,Improved cookstove,DOD/K06406,20/11/2025,Approved,Ok,Ok
C096943716,Improved cookstove,DOD/K05343,20/11/2025,Approved,Ok,Ok
C046629724,Improved cookstove,DOD/K05627,20/11/2025,Approved,Ok,Ok
C096944504,Improved cookstove,DOD/K06658,20/11/2025,Approved,Ok,Ok
C105465091,Improved cookstove,DOD/K07288,20/11/2025,Approved,Ok,Ok
C053720638,Improved cookstove,DOD/K07273,20/11/2025,Approved,Ok,Ok
C105497382,Improved cookstove,DOD/K05815,20/11/2025,Approved,Ok,Ok
C046624692,Improved cookstove,DOD/K07304,20/11/2025,Approved,Ok,Ok
C046625238,Improved cookstove,DOD/K07212,20/11/2025,CheckNotPassed,Ok,Ok
C053640667,Improved cookstove,DOD/K07234,20/11/2025,Approved,Ok,Ok
C105465637,Improved cookstove,DOD/K07156,20/11/2025,Approved,Ok,Ok
C046625975,Improved cookstove,DOD/K07523,20/11/2025,Approved,Ok,Ok
C053716928,Improved cookstove,DOD/K07187,20/11/2025,Approved,Ok,Ok
C105566347,Improved cookstove,DOD/K07237,20/11/2025,Approved,Ok,Ok
C051058385,Improved cookstove,DOD/K07189,20/11/2025,Approved,Ok,Ok
C105561198,Improved cookstove,DOD/K07134,20/11/2025,Approved,Ok,Ok
C053575181,Improved cookstove,DOD/K07570,20/11/2025,Approved,Ok,Ok
C096942663,Improved cookstove,DOD/K05296,20/11/2025,Approved,Ok,Ok
C051056527,Improved cookstove,DOD/K07190,20/11/2025,Approved,Ok,Ok
C105463448,Improved cookstove,DOD/K07607,20/11/2025,Approved,Ok,Ok
C053720465,Improved cookstove,DOD/K07597,20/11/2025,Approved,Ok,Ok
C105573492,Improved cookstove,DOD/K07516,20/11/2025,Approved,Ok,Ok
C105499668,Improved cookstove,DOD/K05785,20/11/2025,Approved,Ok,Ok
C105491899,Improved cookstove,DOD/K05373,20/11/2025,Approved,Ok,Ok
C105563013,Improved cookstove,DOD/K05303,20/11/2025,Approved,Ok,Ok
C105573991,Improved cookstove,DOD/K06462,20/11/2025,Approved,Ok,Ok
C053640196,Improved cookstove,DOD/K05905,20/11/2025,Approved,Ok,Ok
C051007836,Improved cookstove,DOD/K05145,20/11/2025,Approved,Ok,Ok
C051005394,Improved cookstove,DOD/K05720,20/11/2025,Approved,Ok,Ok
C105495037,Improved cookstove,DOD/K05959,20/11/2025,Approved,Ok,Ok
C105472857,Improved cookstove,DOD/K05989,20/11/2025,Approved,Ok,Ok
C105563512,Improved cookstove,DOD/K06589,20/11/2025,Approved,Ok,Ok
C053639714,Improved cookstove,DOD/K05661,20/11/2025,Approved,Ok,Ok
C105559507,Improved cookstove,DOD/K05703,20/11/2025,Approved,Ok,Ok
C053572818,Improved cookstove,DOD/K06842,20/11/2025,Approved,Ok,Ok
C105491470,Improved cookstove,DOD/K06376,20/11/2025,Approved,Ok,Ok
C053718076,Improved cookstove,DOD/K06469,20/11/2025,Approved,Ok,Ok
C053642005,Improved cookstove,DOD/K05928,20/11/2025,Approved,Ok,Ok
C096944893,Improved cookstove,DOD/K06464,20/11/2025,Approved,Ok,Ok
C053574777,Improved cookstove,DOD/K06390,20/11/2025,Approved,Ok,Ok
C053575013,Improved cookstove,DOD/K06414,20/11/2025,Approved,Ok,"1. Yes, all fields are correctly filled"
C051056852,Improved cookstove,DOD/K06201,20/11/2025,Approved,Ok,Ok
C105567437,Improved cookstove,DOD/K05701,20/11/2025,Approved,Ok,Ok
C051052959,Improved cookstove,DOD/K05931,20/11/2025,Approved,Ok,Ok
C051057546,Improved cookstove,DOD/K06427,20/11/2025,Approved,Ok,Ok
C105558845,Improved cookstove,DOD/K05973,20/11/2025,Approved,Ok,Ok
C105472791,Improved cookstove,DOD/K06485,20/11/2025,Approved,Ok,Ok
C105491710,Improved cookstove,DOD/K06448,20/11/2025,Approved,Ok,Ok
C105462540,Improved cookstove,DOD/K06491,20/11/2025,Approved,Ok,Ok
C096943323,Improved cookstove,DOD/K05341,20/11/2025,Approved,Ok,Ok
C105586458,Improved cookstove,DOD/K05513,20/11/2025,Approved,Ok,Ok
C105465809,Improved cookstove,DOD/K05411,20/11/2025,Approved,Ok,Ok
C105497109,Improved cookstove,DOD/K06401,20/11/2025,Approved,Ok,Ok
C105491973,Improved cookstove,DOD/K05731,20/11/2025,Approved,Ok,Ok
C105576531,Improved cookstove,DOD/K07517,20/11/2025,Approved,Ok,Ok
C105587340,Improved cookstove,DOD/K06008,20/11/2025,Approved,Ok,Ok
C105473022,Improved cookstove,DOD/K07123,20/11/2025,Approved,Ok,Ok
C053718948,Improved cookstove,DOD/K07163,20/11/2025,Approved,Ok,Ok
C105497947,Improved cookstove,DOD/K07284,20/11/2025,Approved,Ok,Ok
C053643409,Improved cookstove,DOD/K07267,20/11/2025,Approved,Ok,Ok
C053642899,Improved cookstove,DOD/K07527,20/11/2025,Approved,Ok,Ok
C105572452,Improved cookstove,DOD/K07344,20/11/2025,Approved,Ok,Ok
C096941667,Improved cookstove,DOD/K07141,20/11/2025,Approved,Ok,Ok
C096942338,Improved cookstove,DOD/K07215,20/11/2025,Approved,Ok,Ok
C105588910,Improved cookstove,DOD/K07230,20/11/2025,Approved,Ok,Ok
C105561806,Improved cookstove,DOD/K07165,20/11/2025,Approved,Ok,Ok
C105500671,Improved cookstove,DOD/K07245,20/11/2025,Approved,Ok,Ok
C053575404,Improved cookstove,DOD/K07009,20/11/2025,Approved,Ok,Ok
C053641697,Improved cookstove,DOD/K07281,20/11/2025,Approved,Ok,Ok
C305977154,Improved Cookstove,DOD/K06005,20/11/2025,CheckNotPassed,Ok,2 Wrong
C046626319,Improved cookstove,DOD/K05739,20/11/2025,Approved,Ok,Ok
C096944978,Improved cookstove,DOD/K07981,24/11/2025,Approved,Ok,Ok
C105566563,Improved cookstove,DOD/K07680,24/11/2025,Approved,Ok,Ok
C105581708,Improved cookstove,DOD/K07293,24/11/2025,Approved,Ok,Ok
C105470576,Improved cookstove,DOD/K07949,24/11/2025,Approved,Ok,Ok
C105494977,Improved cookstove,DOD/K07486,24/11/2025,Approved,Ok,Ok
C105579858,Improved cookstove,DOD/K07969,24/11/2025,Approved,Ok,Ok
C053641185,Improved cookstove,DOD/K06281,24/11/2025,Approved,Ok,Ok
C096942144,Improved cookstove,DOD/K06951,24/11/2025,Approved,Ok,Ok
C053719492,Improved cookstove,DOD/K07458,24/11/2025,Approved,Ok,Ok
C105573676,Improved cookstove,DOD/K07999,24/11/2025,Approved,Ok,Ok
C051005144,Improved cookstove,DOD/K07935,24/11/2025,Approved,Ok,Ok
C050990925,Improved cookstove,DOD/K07370,24/11/2025,Approved,Ok,Ok
C105464209,Improved cookstove,DOD/K05358,24/11/2025,Approved,Ok,Ok
C053641764,Improved cookstove,DOD/K06479,24/11/2025,Approved,Ok,"1. Yes, all fields are correctly filled"
C105579446,Improved cookstove,DOD/K05535,24/11/2025,Approved,Ok,Ok
C105563335,Improved cookstove,DOD/K06910,24/11/2025,Approved,Ok,Ok
C037421404,Improved cookstove,DOD/K07346,24/11/2025,Approved,Ok,Ok
C053577013,Improved cookstove,DOD/K08021,24/11/2025,Approved,Ok,Ok
C105564082,Improved cookstove,DOD/K07436,24/11/2025,CheckNotPassed,Ok,Ok
C050985942,Improved cookstove,DOD/K06912,24/11/2025,Approved,Ok,Ok
C051058558,Improved cookstove,DOD/K07805,24/11/2025,Approved,Ok,Ok
C105578662,Improved cookstove,DOD/K05716,24/11/2025,Approved,Ok,Ok
C053643476,Improved cookstove,DOD/K06586,24/11/2025,Approved,Ok,Ok
C105566254,Improved cookstove,DOD/K07550,24/11/2025,Approved,Ok,Ok
C105462646,Improved cookstove,DOD/K06892,24/11/2025,Approved,Ok,Ok
C105473087,Improved cookstove,DOD/K06864,24/11/2025,Approved,Ok,Ok
C105467345,Improved cookstove,DOD/K07904,24/11/2025,Approved,Ok,Ok
C051055122,Improved cookstove,DOD/K07977,24/11/2025,Approved,Ok,Ok
C105564727,Improved cookstove,DOD/K06722,24/11/2025,Approved,Ok,Ok
C105563816,Improved cookstove,DOD/K06525,24/11/2025,Approved,Ok,Ok
C051058786,Improved cookstove,DOD/K05995,24/11/2025,Approved,Ok,Ok
C105467063,Improved cookstove,DOD/K07239,24/11/2025,Approved,Ok,Ok
C105494322,Improved cookstove,DOD/K07339,24/11/2025,Approved,Ok,Ok
C105500855,Improved cookstove,DOD/K05547,24/11/2025,Approved,Ok,Ok
C105564660,Improved cookstove,DOD/K07941,24/11/2025,Approved,Ok,Ok
C053721713,Improved cookstove,DOD/K07552,24/11/2025,Approved,Ok,Ok
C046624875,Improved cookstove,DOD/K06984,24/11/2025,Approved,Ok,Ok
C053719427,Improved cookstove,DOD/K07943,24/11/2025,Approved,Ok,Ok
C105577633,Improved cookstove,DOD/K07133,24/11/2025,Aprroved,Ok,Ok
C051056600,Improved cookstove,DOD/K07010,24/11/2025,Approved,Ok,Ok
